Id,Reputation,TagScore,DisplayName,UpVotes,DownVotes,Views,AccountId
688080,3623,9,ziyuang,271,6,567,351545
151689,1934,7,Carlos Mayo,19,5,145,50830
4822054,35,3,Hatricia,1,0,9,6188743
12451825,1,0,Varad Dharap,0,0,1,17199849
515093,3010,63,José L. Patiño,1246,17,153,243120
492508,5306,3,Thomas Buckley,262,2,462,229505
6848121,1,0,anoopebey,0,0,1,7413297
7137381,27,3,Silin Chen,0,0,8,9613916
15900944,15,1,MJM,0,0,2,21567470
12028480,1,0,digitalpirate,0,0,1,16643662
14311996,31,0,BotNC,1,0,2,19558218
6557569,4457,11,Szabolcs Dombi,1452,39,429,8770597
16223533,41,3,GBM,1,0,0,21943295
6325645,111,0,ChildinTime,1,0,11,8429378
4466120,27,0,Kenneth Han,7,0,4,5642988
16002793,27,-1,dhrubo,1,0,0,21687614
10202419,13,1,V. Sel,0,0,1,14122188
13704083,21,2,ray1251,0,0,0,18791803
6217362,143,1,OrangeSubmarine121,22,0,29,8268949
13499948,1,0,shubh mehta,0,0,0,18528610
11778540,11,0,ea hubs,0,0,2,16309474
15555832,19,-1,yalda sana,0,0,1,21156717
15657580,11,0,TowardsPythonFluency,0,0,0,21278903
4121093,81,4,frank,0,0,11,5144808
11351191,143,0,C Murphy,13,0,8,15730798
8130661,1,0,Mehdi,0,0,1,11073100
14363215,3,0,Meridian-Fr,0,0,2,19623186
13893277,3,-1,Beginner_python,0,0,4,19031200
14169348,1,0,Priyanshu Jha,0,0,1,19377323
10070803,168,-1,Mark Cook,28,5,35,13946077
14026530,1,0,Gopesh,0,0,2,19198095
12020217,1,0,Christa Jacob,0,0,4,16632728
12032042,9,0,bingzong88,0,0,2,16648340
4578004,405,-4,jumpman8947,35,0,38,5805140
13541738,23,2,Boon,0,0,1,18582537
5815062,13,0,Chang Hak Yeon,0,0,2,7673551
6345404,1390,3,T.Nel,105,60,95,8459050
4358913,35,0,Nyarmith,0,0,8,5483163
1919717,1611,21,Tom Bennett,132,1,76,2166754
11554935,25,2,Sasank Sankaran,1,0,2,8865083
13783964,21,1,fireflame787,0,0,1,18894470
8177740,1,0,Max Reinert,0,0,0,11141270
4333813,279,8,user58446,11,0,33,5342959
6423360,335,3,Archimedes,139,0,30,4141002
1922447,871,-1,Point Networks,138,8,144,2170234
8103551,3,-3,Chandler Bing,0,0,1,9054139
2774614,43,1,yromano,4,0,1,3297766
4929556,11,0,Bob Tabor,0,0,30,6350252
889,14126,84,Eldila,130,5,486,677
14525679,11,0,Pierre-Olivier McGeough,0,0,4,19831144
12487934,173,6,Mashhood Ahmad,12,0,12,17246891
4906398,21,2,connie246,0,0,1,6316733
4421884,89,1,Vikas,2,0,13,5579535
10339369,21,-1,Felix Dempsey,0,0,3,14314040
12238991,23,2,Sumukh08,1,0,0,16922536
4104165,81,2,pierrz,91,0,29,5120381
2337111,1,0,Matt Womack,0,0,0,2707908
4615807,389,0,disflux,17,2,46,5859634
6130289,93,2,ZachHofmeister,1,0,5,8139684
6178126,116,7,Jax,14,0,7,8209434
4411196,3167,5,gtalarico,114,35,319,5562726
2396598,5581,6,SmCaterpillar,388,13,211,2784917
7958085,15,0,rtaylor,1,0,3,10820409
9972848,43,0,iammgt,7,0,25,13816333
8629348,371,27,0,25,0,4,11794265
14524778,87,0,BrianZhang,6,0,18,18780466
2672227,751,9,Gemma Morriss,67,0,237,3161137
362088,3059,4,Eby,190,13,192,149530
448191,451,12,TanB,54,0,41,201622
14483855,55,-3,Sarath C,4,0,28,19778348
8729529,29,-1,Omar ,0,0,16,11929143
5108014,51,-2,Pavol Dudak,1,0,24,6614066
5127743,27,-1,ghost,4,0,12,6642423
4747174,18,0,WoodenGolem,10,0,3,6081570
258794,911,14,BigglesZX,663,7,76,94884
270614,59,1,john terry,0,0,3,588909
653437,352,4,Alperen Elhan,10,0,71,329744
5000744,101,0,Ian Rubenstein,5,0,23,6455015
805373,1058,3,Tian Loon,96,3,129,425031
12742387,15,1,Gargameli,9,0,3,17565427
7473846,63,-2,eric paris,5,0,32,10114797
1598953,161,2,set92,53,2,25,1749526
5896710,99,1,swoopy,14,0,30,7795415
10986983,11,1,Luke Aimson,0,0,1,15226556
3211931,31,0,Korred,0,0,2,3878728
1415325,1053,3,sweetdream,30,0,49,1513848
9402304,1,-1,Gepgecici2,0,0,0,13008471
9448761,61,0,Tyson,57,0,20,13077029
9021259,11,0,Ka Bé,0,0,4,12370987
9051795,3,0,Darknorth,0,0,7,12427956
1035859,3262,9,wilbeibi,879,25,273,1026703
12931039,1,0,tzc,0,0,1,17805186
14909980,4154,-2,Programmer,1288,135,597,20326770
14916477,63,1,guo,6,0,25,20335678
1027427,7043,0,Trying_hard,126,0,431,1015849
7190684,187,1,Chanonry,22,0,54,9693322
9139945,31,3,xiaosj,5,0,1,12562933
3330566,33,3,Roy,2,0,0,4050962
14892934,1,0,R3MAXEL,0,0,0,20304254
16237470,41,4,buddy193,0,0,3,21959361
10142665,27,1,유승우,0,0,5,14041344
15990447,21,2,sigtopo,0,0,1,21673073
2324062,109,0,Bleach,112,0,54,2690624
12055199,83,0,Samuel,9,0,21,14494301
4556546,535,0,ikkjo,69,0,76,5773882
8508801,19,1,jaclynx,4,0,30,9225551
14318729,114,0,João Casarin,6,0,38,19566755
4466658,99,3,Liam,8,0,11,5643795
6526693,966,4,Isaac Saffold,282,1,98,8724745
4333721,2232,13,xssChauhan,1457,4,390,5447834
4363223,19,0,Ibrahim Dangou,0,0,25,5489407
8277512,125,-2,Liam Gower,39,0,27,11286913
13730106,9,0,Kathyhd,0,0,3,14535596
4405584,1,0,Marko Komnenović,0,0,1,5553206
6459622,319,0,Bishwa Karki,5,0,134,8626571
12214475,3,0,Didac Alvarez,0,0,0,16890705
10145468,53,5,Samarth Aggarwal,0,0,6,14044941
8380975,7,-3,premranjith,0,0,10,11432710
5353461,25888,9,Tom Hale,757,23,1373,4996579
5532898,33,1,Petrisor Petrisor,1,0,13,7253410
3536088,118,3,waffl3head,1,0,14,411921
9011903,91,5,Y.C.T,8,0,48,12355189
7107994,21,1,Uruguayo,1,0,8,6382456
7360488,23,2,wilkoj,5,0,10,8946284
10788126,11,1,Naeem Khan,0,0,13,14941604
12768099,13,0,pmacking,0,0,15,17597431
908412,193,0,wsw,113,3,41,540273
2891052,899,9,dobbs,99,6,90,3451456
874585,1307,2,air_bob,213,3,117,468531
524126,2353,6,Metalstorm,20,32,164,248634
396770,267,1,Jure V.,4,0,36,170217
10672176,9,-3,DesertFoxAirsoft 0000,0,0,7,14777856
6350427,37,-2,Sreekanth,2,0,14,8466375
2457483,4139,13,Daniel,231,73,252,2862521
6231045,591,0,Rahul Shenoy,17,0,43,8288643
8145963,121,0,snub-fighter,7,0,32,11095753
16233506,19,1,Daniel DeSousa,0,0,1,21954784
13670811,27,0,NOnaMe,4,0,7,18749408
8310930,69,1,Tsao,4,0,17,11334602
3770300,131,-1,Yierith,2,0,6,4654347
8716096,15,0,Ahmad Mohammad,2,0,6,11910773
541717,1036,9,RY4N,49,1,142,259090
557105,53,-3,user557105,2,0,26,268377
12676070,148,1,Education 4Fun,33,1,103,17482326
12447736,5,0,user12447736,0,0,5,13451236
508530,11,0,Sterling,0,0,20,669838
10670901,31,0,Mithun C D,2,0,9,14775976
210571,638,1,kittyhawk,21,0,72,73043
9428333,23,0,Amateur Python Learner,0,0,32,13046670
3978009,343,1,Ronildo Braga Junior,9,0,21,4941423
3587211,21,0,Mohammed_Ashour,0,0,9,4401753
15281212,39,0,lost_coder,5,0,11,20806402
11422764,163,3,guruhitech,1,0,22,15831619
1191087,9421,55,golmschenk,818,1,415,1225459
7372037,1,-2,Sameer Tiwari,0,0,1,9963666
5629339,4563,0,filippo,386,12,319,7398084
7589219,51,-3,Hexer,0,0,18,10285913
5559232,1159,-1,yensheng,21,0,139,7293602
978479,465,35,evsmith,0,0,21,952625
1041868,9316,18,bph,1346,17,587,1034142
5257241,245,3,Mahsa,4,1,38,6834795
11038972,13,0,George Smith,0,0,8,15300284
1569073,363,0,Geri Atric,11,0,47,1710991
13680055,9,-4,Om Khade,0,0,9,18761121
4118069,39,0,Himanshu ,0,0,6,5140528
8053113,1,-6,VBA is Love,0,0,7,10959310
11842723,1,0,vijay manideep,0,0,0,16394866
8043695,47,0,Stephane Reyes,3,0,10,10945363
11802530,1,0,Nimit Gupta,0,0,1,16341773
2564111,69,0,bestren,61,0,17,3023640
2727051,23,0,NetworkingGuru,1,0,8,3232016
2607447,13955,68,Milano,642,40,1387,3078690
14472118,1,0,Scalapani,0,0,0,19763559
14609244,11,1,migvargas,0,0,1,19936739
717481,9521,16,sparc_spread,3973,87,479,369868
5128879,1100,12,doctorsherlock,656,12,160,4963130
5101044,101,0,Pablo,0,0,3,6603575
10396023,3,0,airielo,0,0,12,12413066
700276,7932,0,James,185,4,129,359091
13233707,3,0,David Medina,0,0,2,18187231
13533280,11,1,Prasant Paudel,0,0,2,16799361
11655372,21,-3,Keren sam,33,0,22,16145502
12941858,13,-1,Xendex,0,0,8,17819057
7459242,1,0,R. Stewart,0,0,3,10092813
1779746,28,1,Omio,1,0,1,1974202
10117056,758,0,Commander Tvis,563,49,53,14007366
11689134,3,-3,Raziel_Siro,0,0,5,16190098
11689354,21,2,Amr Ayman,3,0,1,16190392
1869756,55,0,Akshay,2,0,41,2102547
4116347,13,1,Alice,0,0,1,5138244
11823682,3,-1,Pavel Vychik,0,0,0,16370251
9646054,3,0,Kurokku,0,0,10,13365682
13476519,3,0,Rizwan,0,0,0,18498700
2861283,2460,0,Rakesh Chaudhari,42,7,377,3411471
813803,603,1,Cinquo,93,4,22,430393
5152603,174,0,Adam,32,0,26,6678725
10550054,77,0,J. Doe,0,0,31,14607806
216605,34130,36,ensnare,278,4,745,75531
8804022,67,1,ana.la,2,0,6,12035263
5575002,356,4,Julia_arch,117,1,77,6319763
11331480,21,2,cluelessweatherman,0,0,2,15704262
7253901,2110,12,Psychotechnopath,787,50,280,9788327
7517665,13,1,Alex Schwartzman,0,0,4,10180808
13320282,1,0,Gaurav Kumar,0,0,3,18294016
11993090,13,0,Andro Tech,0,0,13,16596317
12025071,1,0,irenkamk,0,0,2,16639071
8298697,33,1,Tom Johnston,0,0,11,11317335
4403891,335,6,musca999,5,0,34,5550724
6422601,5,-1,Patrick,0,0,6,8572098
7792079,1126,2,Jacob Schneider,165,9,532,10577073
2030532,2778,4,motam79,246,4,172,2312777
5977045,11,1,Ashley Lynne,0,0,1,7913922
2273795,5,0,user2273795,0,0,1,2626985
2324271,2007,6,Harsh Wardhan,1943,1,473,2690880
10127031,69,-2,Aniket Babhulkar,11,0,16,14020754
1807561,516,16,Bajan,144,7,57,2021489
1907921,13,1,Elisha 舘野,0,0,1,2151712
2005415,2074,8,Jason,213,7,255,2280120
2137161,427,1,James Hamilton,36,0,32,2450827
13730650,5,0,Doc Octal,0,0,6,8488360
6215584,147,3,kilgoretrout,356,3,21,8266087
2390362,1863,28,Jad S,155,2,119,2776970
3620003,65156,-2,timgeb,4821,3111,5192,3197460
1195735,883,1,newbie,83,1,92,1231183
11097298,1,0,user11097298,0,0,3,15382122
9435355,218,0,Oxbowerce,8,2,32,11050935
5327784,11,1,Magnus Jegeren Búrzgúl,0,0,1,6941687
5537876,567,0,RaideR,1110,106,59,7261216
7548358,118,3,douglas rouse,37,0,26,10225661
3628236,28200,12,Colonel Beauvel,1111,54,2042,4458746
5316326,2275,6,Joost Döbken,475,7,419,6925008
3317829,2477,0,Haroon Rashid,472,4,310,4032140
7354440,15,1,Jonathan,0,0,4,9936160
1056179,1673,-1,Amir Jalilifard,94,9,185,1052677
3287525,2873,3,Dionys,74,12,76,3987347
1356851,393,6,Sanchit,64,0,79,1435332
1248750,177,4,Rangers4me,2,0,12,1298289
9214123,31,0,Ishak Hamed,0,0,6,12680023
7298979,317,2,user7298979,23,3,31,9853757
15135427,11,0,Minh Tran,0,0,0,20617733
1024482,3517,29,Rakesh,85,1,420,1012150
1150683,23039,16,Bram Vanroy,1065,450,3100,1174306
7259313,11,1,stefanos,1,0,6,9796438
15070751,1,0,ditti,0,0,1,20534259
2751870,53,0,Kruunch Arz,5,0,5,3267718
4832532,109,2,qqplot,17,0,12,3342613
2929155,453,1,Daniel Carvalho,55,1,78,3502824
4998087,159,2,user4998087,1,0,19,6451218
20198,22909,8,Ryan,3153,168,1558,10646
89766,45209,6,George Profenza,4591,12,11244,32369
6653846,15,0,Isaac,3,0,2,8914938
8677088,3,-2,EzhilNC,0,0,1,11857432
1201614,5190,0,luca,3972,25,199,1238507
1139968,867,1,Dan Goldin,260,1,149,1160334
4689113,105,-2,Fermi,11,0,7,5965177
254727,441,6,Markandey Singh,27,1,77,93045
4762068,1,0,Himanshu Verma,0,0,2,6103885
6586492,3,0,Mmoon,0,0,2,8814605
14498161,1,0,specimen,0,0,0,19796247
2657865,95,0,zbinkz,7,0,7,3142717
4763054,69,0,Memo Smith,4,0,13,6105142
4763122,41,0,Karanpreet Singh,0,0,10,6105226
329829,4969,0,Olivier_s_j,628,28,555,130506
2811074,3857,21,Dalek,150,8,664,3345923
8877795,1,0,Matt Schaak,0,0,9,12159939
14134111,11,0,Just a Player,0,0,3,19332921
8485904,189,0,Paul,4,0,2,11582460
15874349,1,0,Roman C,0,0,2,21535768
8402823,3,0,ICan'tDraw,0,0,2,11464120
14404438,1,-1,rickifernando,0,0,4,19676411
13930123,15,1,AkulGatori,0,0,0,19077065
6426832,63,2,DO Know,8,0,4,8578186
2037787,7510,9,backtrack,528,350,1384,2322438
7910725,37,1,Mabadai,20,0,19,10751443
2203644,7,-3,julio,0,0,2,2536767
8036988,392,21,Thomas Grsp,7,2,53,10934943
15889906,1,0,Colby Gonzalez,0,0,0,21554367
3674602,11,0,user3674602,0,0,4,4521542
3730522,1197,0,Charlie_M,53,0,42,4599307
15492386,21,2,Pratik Deshpande,0,0,0,21077278
6022481,101,-1,John Doe,7,0,31,7981214
13606543,1,0,swathi,0,0,4,18666761
15778894,11,1,NoName,0,0,2,21420507
3763493,13,1,DaveB,0,0,2,4644792
15599757,13,-1,KViz,0,0,2,21211196
3994092,157,3,John Curry,139,0,31,3131395
6041199,85,0,Nick Bohl,31,0,35,8008696
8022638,55,0,Lauro,16,0,7,10871185
2083303,89,0,Sudeshna Bhattacharya,0,0,35,2381331
1579844,11471,21,Yariv,217,1,264,1724919
7658985,9133,4,αԋɱҽԃ αмєяιcαη,63,317,1469,10385872
7137523,1,-4,eestanfo12,0,0,1,9614112
9111464,121,0,Hallemon,11,0,26,12519619
11897912,3,0,leebs92,0,0,3,16182478
10084356,95,1,santhosh136,14,0,17,13964007
2461391,1383,10,user2461391,45,4,278,2867337
5662469,6466,-1,Deepak K Gupta,37,6,416,7446490
13291000,9,0,shubbbby,4,0,12,18257381
7793070,11,1,Dicamarques,0,0,12,10578361
2104778,942,-3,user2104778,277,0,113,2409229
8107822,21,-2,Najme Rastegar,0,0,45,11039213
7908477,3,0,Stravask,0,0,2,10747895
1684118,4828,0,machinery,290,19,731,1859164
1830549,3208,0,Trey Copeland,100,8,380,412907
3783028,191,-2,Hillel,32,0,37,4671287
2091169,16611,9,Jivan,1816,45,1297,2391382
6009031,773,0,tempomax,6,5,68,7961261
13227429,11,0,I am God Weeaboo,0,0,12,18179335
3508066,53,0,Ruhshan,20,0,25,4291943
5556905,2619,5,jinglei,21,0,154,7290183
5118756,71,0,Blob31,3,0,9,6629708
1318499,1076,1,user1318499,67,21,160,1386584
1406733,1021,6,dsliberty,39,0,45,1502541
1434563,857,3,Ethan Brouwer,107,5,137,1539607
903128,33,1,user63019,0,0,2,490317
1022935,617,6,Adriano C R,16,2,80,1010187
9206659,129,0,Edward Gorelik,8,0,44,12668184
458704,505,2,deecodameeko,7,0,34,208310
4974175,4932,13,rll,591,178,343,6416006
5193914,23,0,Ashwin Ramesh,1,0,4,6740530
8589294,25,0,S.Castro,0,0,7,11735055
14557065,1,0,Jim Xiang,0,0,1,19870909
6802299,85,2,climbx5,0,0,9,9146181
2839380,643,0,mike,41,3,80,3378641
660664,17856,14,Abe,557,2,401,334297
753956,1104,0,Marian,120,3,96,392591
7089594,1,0,lkj lkjlkj,0,0,9,9541687
5746855,3,-1,battletux,0,0,1,7573929
11052680,85,0,Swathi Rai,11,0,111,15319863
991807,2281,6,Paul Joireman,34,0,212,968866
10987123,35,-2,nima,4,0,7,15226761
13085265,11,1,donantus,0,0,1,18004007
985504,145,0,jb37,6,0,36,961180
13017443,3,-2,Ilham Prayudha,0,0,2,17916640
9290802,196,8,Cracken,27,2,34,12843562
7413981,113,9,li tain,19,0,2,10025777
1566114,145,1,user1566114,1,0,4,1707306
1431508,516,1,Mahmoud Aladdin,23,1,104,1535284
1587278,589,0,P.K.,16,0,45,1734381
9227486,9,1,Mondrian Tsai,0,0,9,12700629
3333453,91,-2,abualameer94,15,0,38,4055188
10553820,15,0,Pixelle,0,0,4,14612830
5048256,163,1,sotirios,20,0,27,6525327
9041729,11,1,Kp_Data,0,0,18,12407749
7161770,507,18,charlesdarwin,32,0,36,9650434
2766558,3705,3,Michael A,171,36,437,3287454
12541150,97,0,Muhammad Irfan Shahzad,727,0,27,17314301
12698726,1,0,ling.san43,0,0,6,17510533
4878973,47,3,Hector M,5,0,9,6222889
1762790,65,4,Miki,1,0,40,1961293
9149213,75,0,Nono,32,0,9,12577190
1129436,2522,28,River Tam,456,16,302,1146901
1443418,612,1,Jiehong,23,0,43,1551039
7572939,13,1,Joyako,0,0,14,10261895
7373714,205,5,Megan,8,0,59,9966042
13142329,11,0,John Humphreys,9,0,9,18079885
5579871,2632,15,hangc,173,1,143,7325316
1253487,1388,3,User007,125,24,126,1304168
13244971,80,0,Caldass_,13,0,19,18200768
5246093,13,1,egunawan,0,0,5,5855812
4766,122541,307,Daryl Spitzer,1596,34,2773,3306
970671,373,19,gsin,0,0,8,942895
2589392,91,9,Chris Chapo,0,0,17,3055753
12370746,11,0,student form,0,0,9,16913311
12428591,25,2,Suparna Podder,3,0,1,17146661
14871762,13,0,wladi,0,0,5,20276966
2387772,17629,2,yuvi,803,112,1737,2394181
14172516,11,-1,Alexander Kent,0,0,0,19381311
4570849,55,0,Asaf Lahav,12,0,11,5794702
14266273,11,0,el muchacho8998,0,0,1,19499920
10325865,41,-1,Deppie3910,2,0,6,12702739
12244131,1,0,jobayer_rahman,0,0,6,16929411
6897575,11,-2,Sabari Deepak,0,0,11,9288491
10745623,75,4,Joell,4,0,16,14880946
4220196,55,1,Danish,0,0,22,5286293
4583770,13,1,Mirko Mucaria  ,0,0,4,5813384
5992075,405,1,fulatoro,2,0,13,7936132
12046285,11,1,Poo Po,0,0,2,16668116
8458947,3,-3,einoven,0,0,4,11544348
8217831,39,0,Jean Du Plessis,0,0,14,11200655
11857175,69,0,Nick Kolyshkin,0,0,3,16414746
2349366,752,6,Taylor Lopez,216,3,227,2723698
9570080,77,0,Sarah,0,0,24,13253122
11486562,1,0,Tw3rkDaN3twerk,0,0,3,15918850
9811497,104,1,Srinivas Jayaram,21,0,7,13600743
4061820,259,3,dana111,0,0,29,5059786
6106129,1776,2,Salih Karagoz,142,590,530,8103921
11240009,23,2,Ram,0,0,4,15579898
15503192,1,0,gnericblu,0,0,2,21091365
9634739,11,0,Sebastian,0,0,5,13348986
5756583,8209,0,Amresh Venugopal,1268,4,622,7588160
13329765,1,0,lsheli lshelia,0,0,1,18305954
5863382,1,0,onion,0,0,0,7745400
13459914,77,4,snow,52,0,16,18448593
3904216,1398,0,Anna K,72,2,360,4838381
14489589,103,-2,Aaron Cloud,64,0,23,19785540
10574910,57,2,roziukp,0,0,8,14642665
1608,503,5,Louis,2,0,62,1209
2591505,383,1,Marcus Gladir,21,0,28,3058295
2670638,348,0,Igor Komar,4,1,60,3158932
14544727,23,-1,Reboot_My_Computer,0,0,4,19855083
327317,26445,7,Davor Lucic,2629,37,1105,129037
14062855,5,0,Sérgio Meireles,0,0,1,19243288
4401847,11,1,Gothbag,0,0,15,5547700
4593068,9,-1,José McFly Carranza,0,0,1,5827150
783017,11198,0,rolling stone,284,24,387,410904
238030,42014,0,Chetan,630,30,1593,85365
6805955,11,1,Rwinder,0,0,0,9151551
886917,161,0,ashkash,0,0,274,476156
2719281,3,0,Epilogue,0,0,2,3222076
4922326,311,0,SpaceOddity,13,0,73,6340130
179748,14732,5,jrara,633,23,589,60138
209130,919,2,shawnjan,37,1,174,72440
8875861,1,0,Lucas Churchman,0,0,3,12157199
2552915,173,0,obanadingyo,4,0,14,3009028
13732465,21,0,Charles Marcucci,1,0,14,18828020
4388195,603,0,J.A.Cado,197,0,66,5526995
8130720,1304,1,Maria Irudaya Regilan J,24,9,201,11073184
10151192,1,-4,Ram,0,0,1,14052999
4320960,73,0,mrequillart,2,0,19,5238916
15370860,1,0,Jayce Monica,0,0,3,20820148
8157196,301,4,Andy,1,0,65,11111593
2495324,129,3,I_Ridanovic,10,0,9,2911126
15754641,3,0,monokelus,0,0,2,21390482
15321107,13,1,xbgxtmp,0,0,1,20858322
9608945,123,3,Takito Isumoro,9,0,28,13310570
1736206,106,4,Yannick Copin,1,0,9,1925690
3719305,9,0,user3719305,0,0,0,4584005
2175894,123,12,andrew_berge,0,0,2,2500700
1993837,11,1,xparadigm,0,0,5,2264834
5882832,11,1,Yasamin,0,0,6,4504807
11297472,45,1,Aamna D,2,0,10,15657722
7595864,79,-1,ProFesh,2,0,14,10295587
13412034,1,-4,cumulus,0,0,0,18411982
9750324,3,0,Will,0,0,13,13515672
11594445,1,0,CanYouHelpMe,0,0,0,16064363
7253205,31,1,Hamza Hmidi,0,0,19,9787285
5303293,687,0,Arun Sooraj,161,4,197,6905093
1218317,1344,3,ritratt,801,11,140,1259633
1237482,750,4,simplycurious,9,0,149,1284035
5327707,1096,2,Ninja Dude,5,1,278,6941570
1545567,1171,1,Christophe Blin,368,63,199,1681410
1179925,15359,-3,mrgloom,3973,134,2852,1211489
9301998,413,1,Jaime Roman,575,0,45,12859914
1436658,1876,26,sharafjaffri,468,7,337,1542323
13090328,33,0,AndrewWicks,2,0,9,18010540
3562148,35,3,Srinivas,8,0,1,4366538
7585641,107,6,Thomas Eberhard,0,0,10,9593406
4724206,41,4,wolfgang2,0,0,3,6015047
858345,573,0,Majid,492,2,119,458448
5156199,129,0,James Combs,14,0,28,6684297
8076998,67,0,A.T.,2,0,12,10994187
4222508,405,37,Mersenne Prime,2,0,7,5289524
10325073,67,0,Alex,5,0,23,14093364
6557057,805,0,prijatelj,1259,15,75,8427035
4638061,107,3,iJokerAssassin,18,0,45,5891641
10222645,1,-1,Niranjan Kalahasti,0,0,1,14150643
6327517,43,4,Johan,0,0,1,3721975
12319238,41,0,Emre Alpogunc,46,0,33,16965199
12147452,62,1,Ashish Saini,33,0,14,16802510
6517544,1,0,ZHENG,0,0,0,8711510
6341182,1102,-4,Mary,221,4,177,8452898
15484953,3,0,Ivan,0,0,0,21068203
7823241,210,0,user7823241,41,0,19,10622601
2188406,99,0,Nithi89,5,0,21,2517264
10043849,3,0,Aaron Deno,0,0,2,13910528
3704411,1388,0,Oceanescence,77,3,219,4562469
13425112,3,-2,Ruben van Baare,0,0,1,18429661
7971388,31,2,Vincent Olindo,1,0,12,10839657
9912686,21,0,Francis,0,0,1,13736555
4092281,45,0,Jason,38,0,32,5103399
15801193,1,0,GUSTAVO COUSSEAU,0,0,1,21448096
11965359,19,1,ernesto dos santos,1,0,0,16558958
5880975,1,0,SunnyWu,0,0,5,7771658
2318515,151,0,ronex dicapriyo,2,0,17,2683724
13364190,9,0,WahWahBaby,0,0,8,18349737
7828632,1,-1,Breh,0,0,2,10630212
11640307,115,2,Siva Rahul,12,0,46,16125470
1893154,4837,10,zeeMonkeez,1356,118,535,1910291
1932405,3025,28,Har,1803,11,308,2183431
3924159,301,2,EwokHugz,4,0,77,4865899
11325092,31,1,wikwoj,0,0,6,15695331
2112965,51,4,Leecollins Collins,0,0,14,2419661
13570827,7,-2,Ozee,0,0,56,18620523
245089,598,2,Evan,160,2,30,493462
14695369,1,0,Danny ,0,0,2,20045641
866007,2825,174,Peter D,53,1,80,463237
5853,7564,0,Brian Liang,1007,57,713,3984
14560763,3,0,Jay,0,0,11,19875725
1957283,55,0,Rajesh,0,0,21,2216918
5966448,2513,2,Sci Prog,160,4,136,7898699
13406214,35,2,Karan,1,0,7,18403919
15471527,1,-1,Robinson Chera,0,0,0,21051208
9465932,19,2,Waoniwavulana,1,0,4,13101844
1980377,1405,6,kagat-kagat,13,0,60,2247310
124780,557,35,Christwo,10,0,58,42788
6604697,55,-4,Andrés Fernández,8,0,8,8842794
4829317,597,-1,Pingjiang Li,22,1,117,6198768
12506894,7,-2,Johnathan Jin,0,0,4,17271223
558194,4033,6,JackLeo,369,137,250,269067
12328055,75,-1,JNN,5,0,13,17039898
4716731,600,1,FrancescoVe,44,1,44,6004355
6800922,7,-2,Sambhav Jain,0,0,18,8343010
5019815,465,2,Anoop R,6,0,68,6483503
1388569,628,2,hendra,163,1,69,474684
3450569,3,0,user3450569,0,0,0,4213614
2722730,43,4,user2722730,0,0,2,3226465
4967285,343,27,Eric,6,0,12,6406117
9008162,524,2,saga,69,3,119,12348209
12849637,13,0,sigillieum,0,0,7,17699762
7245066,125,0,JabberJabber,10,0,29,9695595
3328802,321,3,learnningprogramming,67,0,119,4048233
5245521,181,-2,acollection_,17,0,68,6742939
8619307,1,0,Moks,0,0,4,11778876
442402,760,8,fullmooninu,20,0,96,197989
14749253,1,0,AlwaysLearning2147,0,0,4,20113267
66289,10525,8,slacy,483,31,895,25704
12560235,3,0,Raine Marlow,0,0,1,17338534
8829122,1,0,Rob_Haigh,0,0,1,12075487
2565827,21,2,user2565827,0,0,0,3025772
6679657,358,4,Shahrukh Shahid,20,0,49,8954908
12586813,562,1,Thomas Ruble,28,4,93,17373170
28045,18143,0,johnny,2657,54,2189,13855
689878,245,2,JohnX,24,0,20,352671
7530498,54,0,Joe,5,0,7,10199702
1709198,496,4,Qanthelas,90,0,44,1891166
3830397,3,0,Chris,0,0,2,1707275
3288326,251,0,Codo,67,0,113,3988558
11308702,123,3,lil zuzu,5,0,11,15672683
9555517,11,1,Jim Hung,0,0,1,13232339
940996,442,1,srini,257,0,29,906126
1039152,175,11,chenxee,37,0,3,1030117
1135367,1560,4,Alexander,106,1,105,1154358
1130864,2293,7,Keva161,29,0,202,1148675
1215152,139,0,Shayan Salehian,516,1,62,1255636
4647907,51,0,Scott Bing,0,0,33,5906249
4728717,125,2,BScott,9,0,1,6021881
6705796,419,0,user271418,6,0,16,4354784
8776591,75,-1,tentkl,24,0,9,11994612
15695507,11,1,Hrishesh Dhungana,0,0,2,21322612
11860919,11,1,Fernando Fernandez,0,0,1,16419265
10184172,81,0,NewbieOneCannotBe,0,0,7,14098079
4441382,205,7,Lakal Malimage,19,0,18,4072412
16242777,1,0,Sriya Sa,0,0,1,21965449
10191353,401,4,Laurits L. L.,177,8,43,14107717
2511003,139,3,subin alex,9,0,19,2930709
6285124,1810,2,Rohit Khatri,1826,12,323,7842772
12158861,93,0,wassim chaguetmi,4,0,33,15569277
10382094,3,0,Will McCoy,0,0,2,14372816
3832614,621,3,appsdownload,28,1,105,4739247
5850911,31,0,VanDamme,0,0,5,7726425
15658321,1,-1,Barnala vijaykumar,0,0,49,21279729
2291017,21,2,user2291017,0,0,1,2648828
14337223,1,0,Yash Agrawal,0,0,0,19589993
13834597,1,0,Comp_ric,0,0,2,18958538
4566675,1,0,Jack Porter,0,0,2,5788217
14299065,7,-2,Sandip Mukherjee,0,0,7,19541390
6545300,45,0,Fliss,1,0,10,8752733
8144295,2734,3,2Obe,248,16,223,11093159
4245462,1339,7,NickBraunagel,1266,10,177,5322356
